BioSample	collection_date	country	host_species	drug_resistance
SAMEA2683006	2011	Peru	Homo sapiens	
SAMEA2683007	2007	Peru	Homo sapiens	
SAMEA2683008	2011	Peru	Homo sapiens	
SAMEA2683009	2011	Peru	Homo sapiens	
SAMEA2683010	2011	Peru	Homo sapiens	
SAMEA2683011	2011	Peru	Homo sapiens	
SAMEA2683012	2011	Peru	Homo sapiens	
SAMEA2683013	2011	Peru	Homo sapiens	
SAMEA2683014	2011	Peru	Homo sapiens	
SAMEA2683015	2011	Peru	Homo sapiens	
SAMEA2683016	2011	Peru	Homo sapiens	
SAMEA2683017	2011	Peru	Homo sapiens	
SAMEA2683018	2011	Peru	Homo sapiens	
SAMEA2683019	2011	Peru	Homo sapiens	
SAMEA2683020	2011	Peru	Homo sapiens	
SAMEA2683021	2011	Peru	Homo sapiens	
SAMEA2683022	2011	Peru	Homo sapiens	
SAMEA2683023	2011	Peru	Homo sapiens	
SAMEA2683024	2011	Peru	Homo sapiens	
SAMEA2683025	2011	Peru	Homo sapiens	
SAMEA2683026	2011	Peru	Homo sapiens	
SAMEA2683027	2006	Peru	Homo sapiens	
SAMEA2683028	2011	Peru	Homo sapiens	
SAMEA2683029	2011	Peru	Homo sapiens	
SAMEA2683030	2007	Peru	Homo sapiens	
SAMEA2683031	2010	Peru	Homo sapiens	
SAMEA2683032	2011	Peru	Homo sapiens	
SAMEA2683033	2011	Peru	Homo sapiens	
SAMEA2683034	2011	Peru	Homo sapiens	
SAMEA2683035	2011	Peru	Homo sapiens	
SAMEA2683036	2011	Peru	Homo sapiens	
SAMEA2683037	2011	Peru	Homo sapiens	
SAMEA2683038	2011	Peru	Homo sapiens	
SAMEA2683039	2011	Peru	Homo sapiens	
SAMEA2683040	2011	Peru	Homo sapiens	
SAMEA2683041	2011	Peru	Homo sapiens	
SAMEA2683042	2010	Peru	Homo sapiens	
SAMEA2683043	2010	Peru	Homo sapiens	
SAMEA2683044	2011	Peru	Homo sapiens	
SAMEA2683045	2011	Peru	Homo sapiens	
SAMEA2683046	2011	Peru	Homo sapiens	
SAMEA2683047	2011	Peru	Homo sapiens	
SAMEA2683048	2011	Peru	Homo sapiens	
SAMEA2683049	2011	Peru	Homo sapiens	
SAMEA2683050	2011	Peru	Homo sapiens	
SAMEA2683051	2011	Peru	Homo sapiens	
SAMEA2683052	2011	Peru	Homo sapiens	
SAMEA2683053	2011	Peru	Homo sapiens	
SAMEA2683054	2011	Peru	Homo sapiens	
SAMEA2683055	2011	Peru	Homo sapiens	
SAMEA2683056	2011	Peru	Homo sapiens	
SAMEA2683057	2011	Peru	Homo sapiens	
SAMEA2683058	2011	Peru	Homo sapiens	
SAMEA2683059	2011	Peru	Homo sapiens	
SAMEA2683060	2011	Peru	Homo sapiens	
SAMEA2683061	2011	Peru	Homo sapiens	
SAMEA2683062	2011	Peru	Homo sapiens	
SAMEA2683063	2011	Peru	Homo sapiens	
SAMEA2683064	2011	Peru	Homo sapiens	
SAMEA2683065	2011	Peru	Homo sapiens	
SAMEA2683066	2011	Peru	Homo sapiens	
SAMEA2683067	2011	Peru	Homo sapiens	
SAMEA2683068	2011	Peru	Homo sapiens	
SAMEA2683069	2011	Peru	Homo sapiens	
SAMEA2683070	2011	Peru	Homo sapiens	
SAMEA2683071	2011	Peru	Homo sapiens	
SAMEA2683072	2011	Peru	Homo sapiens	
SAMEA2683073	2011	Peru	Homo sapiens	
SAMEA2683074	2011	Peru	Homo sapiens	
SAMEA2683075	2011	Peru	Homo sapiens	
SAMEA2683076	2011	Peru	Homo sapiens	
SAMEA2683077	2011	Peru	Homo sapiens	
SAMEA2683078	2011	Peru	Homo sapiens	
SAMEA2683079	2010	Peru	Homo sapiens	
SAMEA2683080	2011	Peru	Homo sapiens	
SAMEA2683081	2011	Peru	Homo sapiens	
SAMEA2683082	2011	Peru	Homo sapiens	
SAMEA2683083	2011	Peru	Homo sapiens	
SAMEA2683084	2012	Peru	Homo sapiens	
SAMEA2683085	2012	Peru	Homo sapiens	
SAMEA2683086	2012	Peru	Homo sapiens	
SAMEA2683087	2011	Peru	Homo sapiens	
SAMEA2683088	2011	Peru	Homo sapiens	
SAMEA2683089	2012	Peru	Homo sapiens	
SAMEA2683090	2008	Peru	Homo sapiens	
SAMEA2683091	2011	Peru	Homo sapiens	
SAMEA2683092	2007	Peru	Homo sapiens	
SAMEA2683093	2012	Peru	Homo sapiens	
SAMEA2683094	2011	Peru	Homo sapiens	
SAMEA2683095	2011	Peru	Homo sapiens	
SAMEA2683096	2011	Peru	Homo sapiens	
SAMEA2683097	2012	Peru	Homo sapiens	
SAMEA2683098	2012	Peru	Homo sapiens	
SAMEA2683099	2012	Peru	Homo sapiens	
SAMEA2683100	2011	Peru	Homo sapiens	
SAMEA2683101	2011	Peru	Homo sapiens	
SAMEA2683102	2011	Peru	Homo sapiens	
SAMEA2683103	2011	Peru	Homo sapiens	
SAMEA2683104	2012	Peru	Homo sapiens	
SAMEA2683105	2012	Peru	Homo sapiens	
SAMEA2683106	2012	Peru	Homo sapiens	
SAMEA2683107	2011	Peru	Homo sapiens	
SAMEA2683108	2012	Peru	Homo sapiens	
SAMEA2683109	2011	Peru	Homo sapiens	
SAMEA2683110	2012	Peru	Homo sapiens	
SAMEA2683111	2012	Peru	Homo sapiens	
SAMEA2683112	2012	Peru	Homo sapiens	
SAMEA2683113	2012	Peru	Homo sapiens	
SAMEA2683114	2012	Peru	Homo sapiens	
SAMEA2683115	2012	Peru	Homo sapiens	
SAMEA2683116	2012	Peru	Homo sapiens	
SAMEA2683117	2012	Peru	Homo sapiens	
SAMEA2683118	2012	Peru	Homo sapiens	
SAMEA2683119	2012	Peru	Homo sapiens	
SAMEA2683120	2012	Peru	Homo sapiens	
SAMEA2683121	2012	Peru	Homo sapiens	
SAMEA2683122	2012	Peru	Homo sapiens	
SAMEA2683123	2012	Peru	Homo sapiens	
SAMEA2683124	2012	Peru	Homo sapiens	
SAMEA2683125	2012	Peru	Homo sapiens	
SAMEA2683126	2012	Peru	Homo sapiens	
SAMEA2683127	2012	Peru	Homo sapiens	
SAMEA2683128	2012	Peru	Homo sapiens	
SAMEA2683129	2012	Peru	Homo sapiens	
SAMEA2683130	2012	Peru	Homo sapiens	
SAMEA2683131	2012	Peru	Homo sapiens	
SAMEA2683132	2012	Peru	Homo sapiens	
SAMEA2683133	2012	Peru	Homo sapiens	
SAMEA2683134	2012	Peru	Homo sapiens	
SAMEA2683135	2012	Peru	Homo sapiens	
SAMEA2683136	2012	Peru	Homo sapiens	
SAMEA2683137	2012	Peru	Homo sapiens	
SAMEA2683138	2012	Peru	Homo sapiens	
SAMEA2683139	2012	Peru	Homo sapiens	
SAMEA2683140	2011	Peru	Homo sapiens	
SAMEA2683141	2011	Peru	Homo sapiens	
SAMEA2683142	2011	Peru	Homo sapiens	
SAMEA2683143	2009	Peru	Homo sapiens	
SAMEA2683144	2012	Peru	Homo sapiens	
SAMEA2683145	2012	Peru	Homo sapiens	
SAMEA2683146	2012	Peru	Homo sapiens	
SAMEA2683147	2012	Peru	Homo sapiens	
SAMEA2683148	2012	Peru	Homo sapiens	
SAMEA3539300	1972	Germany	Bos taurus	
SAMEA4358966	2015-12-29	Morocco	Homo sapiens	
SAMEA4554917	2016-04-16	Morocco	Homo sapiens	
SAMEA5208902	1963	India	Homo sapiens	
SAMEA5208903	1963	India	Homo sapiens	
SAMEA5208904	1999	India	Homo sapiens	
SAMEA5803801	2014	France	Bos taurus	
SAMEA7336314	1930	United Kingdom	Microtus agrestis	
SAMEA7336315	1930	United Kingdom	Microtus agrestis	
SAMEA7336316	1988	Netherlands	Homo sapiens	
SAMEA7336317	2000	Germany	Homo sapiens	
SAMEA7336318	1999	Germany	Homo sapiens	
SAMEA787702	2004-11-01	Uganda	Homo sapiens	
SAMEA787703	2005-02-01	Uganda	Homo sapiens	
SAMEA787704	2005-01-01	Uganda	Homo sapiens	
SAMEA787705	2003-10-01	Uganda	Homo sapiens	
SAMEA787706	2003-10-01	Uganda	Homo sapiens	
SAMEA787707	2005-05-01	Uganda	Homo sapiens	
SAMEA787708	2004-07-01	Uganda	Homo sapiens	
SAMEA787709	2003-10-01	Uganda	Homo sapiens	
SAMEA787710	2003-07-01	Uganda	Homo sapiens	
SAMEA787711	2003-07-01	Uganda	Homo sapiens	
SAMEA787712	2004-12-01	Uganda	Homo sapiens	
SAMEA787713	2004-04-01	Uganda	Homo sapiens	
SAMEA787714	2005-08-01	Uganda	Homo sapiens	
SAMEA787715	2005-07-01	Uganda	Homo sapiens	
SAMEA787716	2004-07-01	Uganda	Homo sapiens	
SAMEA787717	2004-08-01	Uganda	Homo sapiens	
SAMEA787718	2004-08-01	Uganda	Homo sapiens	
SAMEA787719	2004-08-01	Uganda	Homo sapiens	
SAMEA787720	2004-04-01	Uganda	Homo sapiens	
SAMEA787721	2003-11-01	Uganda	Homo sapiens	
SAMEA787722	2004-02-01	Uganda	Homo sapiens	
SAMEA787723	2004-01-01	Uganda	Homo sapiens	
SAMEA787724	2006-02-01	Uganda	Homo sapiens	
SAMEA787725	2006-11-01	Uganda	Homo sapiens	
SAMEA787726	2006-04-01	Uganda	Homo sapiens	
SAMEA787727	2006-01-01	Uganda	Homo sapiens	
SAMEA787728	2006-01-01	Uganda	Homo sapiens	
SAMEA787729	2005-09-01	Uganda	Homo sapiens	
SAMEA787730	2005-11-01	Uganda	Homo sapiens	
SAMEA787731	2004-09-01	Uganda	Homo sapiens	
SAMEA787732	2005-10-01	Uganda	Homo sapiens	
SAMEA787733	2004-05-01	Uganda	Homo sapiens	
SAMEA787734	2004-07-01	Uganda	Homo sapiens	
SAMEA787735	2004-04-01	Uganda	Homo sapiens	
SAMEA787736	2003-11-01	Uganda	Homo sapiens	
SAMEA787737	2004-04-01	Uganda	Homo sapiens	
SAMEA787738	2003-07-01	Uganda	Homo sapiens	
SAMEA787739	2004-11-01	Uganda	Homo sapiens	
SAMEA787740	2004-12-01	Uganda	Homo sapiens	
SAMEA787741	2004-12-01	Uganda	Homo sapiens	
SAMEA787742	2003-09-01	Uganda	Homo sapiens	
SAMEA787743	2003-10-01	Uganda	Homo sapiens	
SAMEA787744	2003-11-01	Uganda	Homo sapiens	
SAMEA787745	2004-04-01	Uganda	Homo sapiens	
SAMEA787746	2005-10-01	Uganda	Homo sapiens	
SAMEA787747	2004-04-01	Uganda	Homo sapiens	
SAMEA787748	2003-10-01	Uganda	Homo sapiens	
SAMEA787750	2003-11-01	Uganda	Homo sapiens	
SAMEA787752	2005-03-01	Uganda	Homo sapiens	
SAMEA787754	2004-12-01	Uganda	Homo sapiens	
SAMEA787756	2005-04-01	Uganda	Homo sapiens	
SAMEA961569	2008	United Kingdom	Homo sapiens	
SAMEA961570	2008	United Kingdom	Homo sapiens	
SAMEA961571	2007	United Kingdom	Homo sapiens	
SAMEA961572	2007	United Kingdom	Homo sapiens	
SAMEA961574	2007	United Kingdom	Homo sapiens	
SAMEA961575	2007	United Kingdom	Homo sapiens	
SAMEA961578	2005	United Kingdom	Homo sapiens	
SAMEA961579	1998	United Kingdom	Homo sapiens	
SAMEA961581	2008	United Kingdom	Homo sapiens	
SAMEA961582	2007	United Kingdom	Homo sapiens	
SAMEA961583	2007	United Kingdom	Homo sapiens	
SAMEA961584	2007	United Kingdom	Homo sapiens	
SAMEA961585	2004	United Kingdom	Homo sapiens	
SAMEA961586	2001	United Kingdom	Homo sapiens	
SAMEA961587	2000	United Kingdom	Homo sapiens	
SAMEA961588	2008	United Kingdom	Homo sapiens	
SAMEA961589	2007	United Kingdom	Homo sapiens	
SAMEA961590	2007	United Kingdom	Homo sapiens	
SAMEA961591	2004	United Kingdom	Homo sapiens	
SAMEA961592	2003	United Kingdom	Homo sapiens	
SAMEA961593	2002	United Kingdom	Homo sapiens	
SAMEA961594	2003	United Kingdom	Homo sapiens	
SAMEA961595	2007	United Kingdom	Homo sapiens	
SAMEA961596	2007	United Kingdom	Homo sapiens	
SAMEA961597	2006	United Kingdom	Homo sapiens	
SAMEA961598	2005	United Kingdom	Homo sapiens	
SAMEA961599	2007	United Kingdom	Homo sapiens	
SAMEA961600	2007	United Kingdom	Homo sapiens	
SAMEA961601	2006	United Kingdom	Homo sapiens	
SAMEA961602	2005	United Kingdom	Homo sapiens	
SAMEA961603	2003	United Kingdom	Homo sapiens	
SAMEA961604	2008	United Kingdom	Homo sapiens	
SAMEA961605	2005	United Kingdom	Homo sapiens	
SAMEA961606	2004	United Kingdom	Homo sapiens	
SAMEA961607	2002	United Kingdom	Homo sapiens	
SAMEA961608	2006	United Kingdom	Homo sapiens	
SAMEA961609	2007	United Kingdom	Homo sapiens	
SAMEA961610	2006	United Kingdom	Homo sapiens	
SAMEA961611	2007	United Kingdom	Homo sapiens	
SAMEA961612	2007	United Kingdom	Homo sapiens	
SAMEA961613	2008	United Kingdom	Homo sapiens	
SAMEA961614	2008	United Kingdom	Homo sapiens	
SAMEA961616	2008	United Kingdom	Homo sapiens	
SAMEA961617	2007	United Kingdom	Homo sapiens	
SAMEA961618	2007	United Kingdom	Homo sapiens	
SAMEA961619	2007	United Kingdom	Homo sapiens	
SAMEA961621	2006	United Kingdom	Homo sapiens	
SAMEA961622	2008	United Kingdom	Homo sapiens	
SAMEA961623	2008	United Kingdom	Homo sapiens	
SAMEA961624	2006	United Kingdom	Homo sapiens	
SAMEA961625	2006	United Kingdom	Homo sapiens	
SAMEA961626	2006	United Kingdom	Homo sapiens	
SAMEA961627	2006	United Kingdom	Homo sapiens	
SAMEA961628	2005	United Kingdom	Homo sapiens	
SAMEA961629	2006	United Kingdom	Homo sapiens	
SAMEA961630	2007	United Kingdom	Homo sapiens	
SAMEA961631	2007	United Kingdom	Homo sapiens	
SAMEA961632	2003	United Kingdom	Homo sapiens	
SAMEA961633	2007	United Kingdom	Homo sapiens	
SAMEA961634	2007	United Kingdom	Homo sapiens	
SAMEA961636	2006	United Kingdom	Homo sapiens	
SAMEA961637	2006	United Kingdom	Homo sapiens	
SAMEA961638	2006	United Kingdom	Homo sapiens	
SAMEA961639	2006	United Kingdom	Homo sapiens	
SAMEA961640	2000	United Kingdom	Homo sapiens	
SAMEA961641	2002	United Kingdom	Homo sapiens	
SAMEA961642	2007	United Kingdom	Homo sapiens	
SAMEA961643	2007	United Kingdom	Homo sapiens	
SAMEA961645	2008	United Kingdom	Homo sapiens	
SAMEA961646	2007	United Kingdom	Homo sapiens	
SAMEA961647	2004	United Kingdom	Homo sapiens	
SAMEA961648	2002	United Kingdom	Homo sapiens	
SAMEA961649	2006	United Kingdom	Homo sapiens	
SAMEA961650	2008	United Kingdom	Homo sapiens	
SAMEA961651	2005	United Kingdom	Homo sapiens	
SAMEA961652	2003	United Kingdom	Homo sapiens	
SAMEA961653	2004	United Kingdom	Homo sapiens	
SAMEA961654	2004	United Kingdom	Homo sapiens	
SAMEA961655	2008	United Kingdom	Homo sapiens	
SAMEA961656	2007	United Kingdom	Homo sapiens	
SAMEA961657	2008	United Kingdom	Homo sapiens	
SAMEA961658	2008	United Kingdom	Homo sapiens	
SAMEA961659	2008	United Kingdom	Homo sapiens	
SAMEA961660	2008	United Kingdom	Homo sapiens	
SAMEA961661	2006	United Kingdom	Homo sapiens	
SAMEA961662	2005	United Kingdom	Homo sapiens	
SAMEA961663	2006	United Kingdom	Homo sapiens	
SAMEA961664	2003	United Kingdom	Homo sapiens	
SAMEA961665	2003	United Kingdom	Homo sapiens	
SAMEA961666	2005	United Kingdom	Homo sapiens	
SAMEA961667	2006	United Kingdom	Homo sapiens	
SAMEA961668	2006	United Kingdom	Homo sapiens	
SAMEA961669	2006	United Kingdom	Homo sapiens	
SAMEA961670	2008	United Kingdom	Homo sapiens	
SAMEA961671	2008	United Kingdom	Homo sapiens	
SAMEA961672	2008	United Kingdom	Homo sapiens	
SAMEA961673	2008	United Kingdom	Homo sapiens	
SAMEA961674	2008	United Kingdom	Homo sapiens	
SAMEA961675	2007	United Kingdom	Homo sapiens	
SAMEA961676	2008	United Kingdom	Homo sapiens	
SAMEA961677	2008	United Kingdom	Homo sapiens	
SAMEA961678	2007	United Kingdom	Homo sapiens	
SAMEA961679	2007	United Kingdom	Homo sapiens	
SAMEA968074	2000-07	Netherlands	Homo sapiens	
SAMEA968075	2003-04	Netherlands	Homo sapiens	
SAMEA968076	2006-06	Netherlands	Homo sapiens	
SAMEA968077	1997-12	Netherlands	Homo sapiens	
SAMEA968078	1996-10	Netherlands	Homo sapiens	
SAMEA968079	1992-07	Netherlands	Homo sapiens	
SAMEA968080	1992-09	Netherlands	Homo sapiens	
SAMEA968081	2008-03	Netherlands	Homo sapiens	
SAMEA968082	1999-07	Netherlands	Homo sapiens	
SAMEA968083	2004-04	Netherlands	Homo sapiens	
SAMEA968084	1999-06	Netherlands	Homo sapiens	
SAMEA968085	1992-09	Netherlands	Homo sapiens	
SAMEA968086	2005-01	Netherlands	Homo sapiens	
SAMEA968087	1996-09	Netherlands	Homo sapiens	
SAMEA968088	2004-06	Netherlands	Homo sapiens	
SAMEA968093	2000-08	Netherlands	Homo sapiens	
SAMEA968094	1999-03	Netherlands	Homo sapiens	
SAMEA968095	1998-03	Netherlands	Homo sapiens	
SAMEA968098	2002-12	Netherlands	Homo sapiens	
SAMEA968099	1994-09	Netherlands	Homo sapiens	
SAMEA968100	1994-11	Netherlands	Homo sapiens	
SAMEA968103	2001-12	Netherlands	Homo sapiens	
SAMEA968104	1994-05	Netherlands	Homo sapiens	
SAMEA968105	1998-10	Netherlands	Homo sapiens	
SAMEA968106	1997-09	Netherlands	Homo sapiens	
SAMEA968107	2005-06	Netherlands	Homo sapiens	
SAMEA968108	1993-12	Netherlands	Homo sapiens	
SAMEA968109	2008-05	Netherlands	Homo sapiens	
SAMEA968110	1999-01	Netherlands	Homo sapiens	
SAMEA968111	1998-05	Netherlands	Homo sapiens	
SAMEA968112	2006-01	Netherlands	Homo sapiens	
SAMEA968113	1999-01	Netherlands	Homo sapiens	
SAMEA968114	1995-07	Netherlands	Homo sapiens	
SAMEA968115	1997-06	Netherlands	Homo sapiens	
SAMEA968116	1998-08	Netherlands	Homo sapiens	
SAMEA968117	2005-11	Estonia	Homo sapiens	
SAMEA968118	2005	Estonia	Homo sapiens	
SAMEA968119	1998-03	Netherlands	Homo sapiens	
SAMEA968120	2002-05	Netherlands	Homo sapiens	
SAMEA968121	1998-06	Netherlands	Homo sapiens	
SAMEA968122	1993-12	Netherlands	Homo sapiens	
SAMEA968123	1999-01	Netherlands	Homo sapiens	
SAMEA968124	1999-01	Netherlands	Homo sapiens	
SAMEA968125	2005-11	Netherlands	Homo sapiens	
SAMEA968127	2008-04	Netherlands	Homo sapiens	
SAMEA968128	2005-09	Netherlands	Homo sapiens	
SAMEA968129	1999-07	Netherlands	Homo sapiens	
SAMEA968130	1999-11	Netherlands	Homo sapiens	
SAMEA968131	2004-04	Netherlands	Homo sapiens	
SAMEA968132	1999-03	Netherlands	Homo sapiens	
SAMEA968133	2007-01	Netherlands	Homo sapiens	
SAMEA968134	1996-03	Netherlands	Homo sapiens	
SAMEA968135	1994-03	Netherlands	Homo sapiens	
SAMEA968140	2003-10	Netherlands	Homo sapiens	
SAMEA968141	1995-03	Netherlands	Homo sapiens	
SAMEA968142	2002-04	Netherlands	Homo sapiens	
SAMEA968143	2000-09	Netherlands	Homo sapiens	
SAMEA968144	2007-11	Netherlands	Homo sapiens	
SAMEA968145	2005-05	Netherlands	Homo sapiens	
SAMEA968146	2004-06	Netherlands	Homo sapiens	
SAMEA968147	2008-05	Netherlands	Homo sapiens	
SAMEA968148	1999-02	Netherlands	Homo sapiens	
SAMEA968149	1994-04	Netherlands	Homo sapiens	
SAMEA968150	2001-12	Netherlands	Homo sapiens	
SAMEA968151	1996-04	Netherlands	Homo sapiens	
SAMEA968152	2005-04	Estonia	Homo sapiens	
SAMEA968153	1997-11	Netherlands	Homo sapiens	
SAMEA968154	1994-03	Netherlands	Homo sapiens	
SAMEA968155	2007-05	Netherlands	Homo sapiens	
SAMEA968156	2007-05	Netherlands	Homo sapiens	
SAMEA968157	2004-07	Netherlands	Homo sapiens	
SAMEA968158	2004-02	Netherlands	Homo sapiens	
SAMEA968159	1900/2013	South Africa	Homo sapiens	
SAMEA968161	1999-03	Netherlands	Homo sapiens	
SAMEA968162	1994-05	Netherlands	Homo sapiens	
SAMEA968163	2003-10	Netherlands	Homo sapiens	
SAMEA968164	1999-05	Netherlands	Homo sapiens	
SAMEA968169	2000-11	Netherlands	Homo sapiens	
SAMEA968170	1999-09	Netherlands	Homo sapiens	
SAMEA968171	1999-07	Netherlands	Homo sapiens	
SAMEA968172	1999-06	Netherlands	Homo sapiens	
SAMEA968173	2004-05	Netherlands	Homo sapiens	
SAMEA968174	1993-10	Netherlands	Homo sapiens	
SAMEA968175	1994-09	Netherlands	Homo sapiens	
SAMEA968176	1994-01	Netherlands	Homo sapiens	
SAMEA968177	1994-12	Netherlands	Homo sapiens	
SAMEA968178	1999-04	Netherlands	Homo sapiens	
SAMEA968179	2005-01	Netherlands	Homo sapiens	
SAMEA968180	1999-04	Netherlands	Homo sapiens	
SAMEA968181	1999-08	Netherlands	Homo sapiens	
SAMEA968182	2002-04	Netherlands	Homo sapiens	
SAMEA968184	2001-06	Netherlands	Homo sapiens	
SAMEA968185	2000-06	Netherlands	Homo sapiens	
SAMEA968188	2005-09	Estonia	Homo sapiens	
SAMEA968189	1999-02	Netherlands	Homo sapiens	
SAMEA968190	1999-06	Netherlands	Homo sapiens	
SAMEA968191	2002-08	Netherlands	Homo sapiens	
SAMEA968192	1993-11	Netherlands	Homo sapiens	
SAMEA968193	1999-09	Netherlands	Homo sapiens	
SAMEA968194	1996-08	Netherlands	Homo sapiens	
SAMEA968195	1997-03	Netherlands	Homo sapiens	
SAMEA968196	1994-07	Netherlands	Homo sapiens	
SAMEA968197	1995-02	Netherlands	Homo sapiens	
SAMEA968198	2001-06	Netherlands	Homo sapiens	
SAMEA968199	2004-07	Netherlands	Homo sapiens	
SAMEA968200	1998-11	Netherlands	Homo sapiens	
SAMEA968202	2002-03	Netherlands	Homo sapiens	
SAMEA968203	2006-01	Netherlands	Homo sapiens	
SAMEA968204	1995-02	Netherlands	Homo sapiens	
SAMEA968205	2005-01	Netherlands	Homo sapiens	
SAMEA968206	2002-08	Netherlands	Homo sapiens	
SAMEA968207	2004-11	Netherlands	Homo sapiens	
SAMEA968208	1998-03	Netherlands	Homo sapiens	
SAMEA968209	2001-10	Netherlands	Homo sapiens	
SAMEA968210	1996-06	Netherlands	Homo sapiens	
SAMEA968211	1994-01	Netherlands	Homo sapiens	
SAMEA968212	1999-01	Netherlands	Homo sapiens	
SAMEA968213	1996-09	Netherlands	Homo sapiens	
SAMEA968214	1999-02	Netherlands	Homo sapiens	
SAMEA968215	2006-02	Netherlands	Homo sapiens	
SAMEA968216	1997-07	Netherlands	Homo sapiens	
SAMN01925614	2010-03-25	South Africa	Homo sapiens	
SAMN01925615	2010-03-25	South Africa	Homo sapiens	
SAMN01925617	2010-03-29	South Africa	Homo sapiens	
SAMN01925618	2010-04-07	South Africa	Homo sapiens	
SAMN01925619	2010-11-05	South Africa	Homo sapiens	
SAMN01925620	2010-04-12	South Africa	Homo sapiens	
SAMN01925621	2010-06-11	South Africa	Homo sapiens	
SAMN01925633	2010-06-28	South Africa	Homo sapiens	
SAMN01925634	2010-06-25	South Africa	Homo sapiens	
SAMN01925636	2010-07-08	South Africa	Homo sapiens	
SAMN01925638	2010-07-23	South Africa	Homo sapiens	
SAMN01925639	2010-11-05	South Africa	Homo sapiens	
SAMN01925640	2010-09-23	South Africa	Homo sapiens	
SAMN01925641	2010-11-15	South Africa	Homo sapiens	
SAMN01925645	2010-11-15	South Africa	Homo sapiens	
SAMN01925647	2010-11-15	South Africa	Homo sapiens	
SAMN01925650	2011-01-21	South Africa	Homo sapiens	
SAMN01925651	2011-01-21	South Africa	Homo sapiens	
SAMN01925652	2011-01-28	South Africa	Homo sapiens	
SAMN01925653	2011-02-04	South Africa	Homo sapiens	
SAMN01925654	2011-02-04	South Africa	Homo sapiens	
SAMN01925657	2011-02-25	South Africa	Homo sapiens	
SAMN01925658	2011-09-09	South Africa	Homo sapiens	
SAMN01925659	2011-09-09	South Africa	Homo sapiens	
SAMN01925660	2011-09-09	South Africa	Homo sapiens	
SAMN01925661	2011-06-14	South Africa	Homo sapiens	
SAMN01925663	2011-09-09	South Africa	Homo sapiens	
SAMN01925665	2011-12-22	South Africa	Homo sapiens	
SAMN01925666	2011-08-24	South Africa	Homo sapiens	
SAMN01925667	2011-12-22	South Africa	Homo sapiens	
SAMN01925668	2011-08-24	South Africa	Homo sapiens	
SAMN01925669	2011-12-22	South Africa	Homo sapiens	
SAMN01925670	2011-12-14	South Africa	Homo sapiens	
SAMN01925675	2011-12-14	South Africa	Homo sapiens	
SAMN01925676	2011-12-22	South Africa	Homo sapiens	
SAMN01925684	2011-12-14	South Africa	Homo sapiens	
SAMN01925685	2012-01-27	South Africa	Homo sapiens	
SAMN01925686	2011-12-22	South Africa	Homo sapiens	
SAMN01925689	2012-01-17	South Africa	Homo sapiens	
SAMN01925690	2012-01-17	South Africa	Homo sapiens	
SAMN01925691	2005-08-24		Homo sapiens	
SAMN01925692	2006-08-18		Homo sapiens	
SAMN01925693	2010-02-19		Homo sapiens	
SAMN01925694	2007-09-19		Homo sapiens	
SAMN01925695	2007-04-11		Homo sapiens	
SAMN01925696	2007-03-16		Homo sapiens	
SAMN01925697	2007-04-18		Homo sapiens	
SAMN01925698	2007-04-02		Homo sapiens	
SAMN01925699	2009-10-28		Homo sapiens	
SAMN01925700	2009-10-14		Homo sapiens	
SAMN01925701	2009-05-11		Homo sapiens	
SAMN01925702	2009-02-24		Homo sapiens	
SAMN02053741	2008-01-16	South Africa	Homo sapiens	
SAMN02053742	2008-01-22	South Africa	Homo sapiens	
SAMN02053743	2008-01-28	South Africa	Homo sapiens	
SAMN02053744	2008-02-06	South Africa	Homo sapiens	
SAMN02053745	2008-02-08	South Africa	Homo sapiens	
SAMN02053746	2008-02-15	South Africa	Homo sapiens	
SAMN02053747	2008-01-08	South Africa	Homo sapiens	
SAMN02053748	2008-02-19	South Africa	Homo sapiens	
SAMN02053749	2008-02-19	South Africa	Homo sapiens	
SAMN02053750	2008-02-20	South Africa	Homo sapiens	
SAMN02053751	2008-02-25	South Africa	Homo sapiens	
SAMN02053752	2008-02-26	South Africa	Homo sapiens	
SAMN02053753	2008-02-26	South Africa	Homo sapiens	
SAMN02053754	2008-02-21	South Africa	Homo sapiens	
SAMN02053755	2008-02-21	South Africa	Homo sapiens	
SAMN02053756	2008-03-10	South Africa	Homo sapiens	
SAMN02053757	2008-03-19	South Africa	Homo sapiens	
SAMN02053758	2008-04-02	South Africa	Homo sapiens	
SAMN02053759	2008-04-02	South Africa	Homo sapiens	
SAMN02053760	2008-04-03	South Africa	Homo sapiens	
SAMN02053761	2008-05-08	South Africa	Homo sapiens	
SAMN02053762	2008-05-12	South Africa	Homo sapiens	
SAMN02053763	2008-05-12	South Africa	Homo sapiens	
SAMN02053764	2008-05-13	South Africa	Homo sapiens	
SAMN02053765	2008-05-13	South Africa	Homo sapiens	
SAMN02053766	2008-05-20	South Africa	Homo sapiens	
SAMN02053767	2008-06-09	South Africa	Homo sapiens	
SAMN02053768	2008-07-15	South Africa	Homo sapiens	
SAMN02053769	2008-07-17	South Africa	Homo sapiens	
SAMN02053770	2008-07-22	South Africa	Homo sapiens	
SAMN02053771	2008-07-30	South Africa	Homo sapiens	
SAMN02053772	2008-07-31	South Africa	Homo sapiens	
SAMN02053773	2008-07-31	South Africa	Homo sapiens	
SAMN02053775	2008-08-14	South Africa	Homo sapiens	
