BioSample	host_species
SAMN06094169	Homo sapiens
SAMN06094170	Homo sapiens
SAMN06094171	Homo sapiens
SAMN06094172	Homo sapiens
SAMN06094173	Homo sapiens
SAMN06094174	Homo sapiens
SAMN06094175	Homo sapiens
SAMN06094176	Homo sapiens
SAMN06094177	Homo sapiens
SAMN06094178	Homo sapiens
SAMN06094179	Homo sapiens
SAMN06094180	Homo sapiens
SAMN06094181	Homo sapiens
SAMN06094182	Homo sapiens
SAMN06094183	Homo sapiens
SAMN06094184	Homo sapiens
SAMN06094185	Homo sapiens
SAMN06094186	Homo sapiens
SAMN06094187	Homo sapiens
SAMN06094188	Homo sapiens
SAMN06094189	Homo sapiens
SAMN06094190	Homo sapiens
SAMN06094191	Homo sapiens
SAMN06094192	Homo sapiens
SAMN06094193	Homo sapiens
SAMN06094194	Homo sapiens
SAMN06094195	Homo sapiens
SAMN06094196	Homo sapiens
SAMN06094197	Homo sapiens
SAMN06094198	Homo sapiens
SAMN06094199	Homo sapiens
SAMN06094200	Homo sapiens
SAMN06094201	Homo sapiens
SAMN06094202	Homo sapiens
SAMN06094203	Homo sapiens
SAMN06094204	Homo sapiens
SAMN06094205	Homo sapiens
SAMN06094206	Homo sapiens
SAMN06094207	Homo sapiens
SAMN06094208	Homo sapiens
SAMN06094209	Homo sapiens
SAMN06094210	Homo sapiens
SAMN06094211	Homo sapiens
SAMN06094212	Homo sapiens
SAMN06094213	Homo sapiens
SAMN06094214	Homo sapiens
SAMN06094215	Homo sapiens
SAMN06094216	Homo sapiens
SAMN06094217	Homo sapiens
SAMN06094218	Homo sapiens
SAMN06094219	Homo sapiens
SAMN06094220	Homo sapiens
SAMN06094221	Homo sapiens
SAMN06094222	Homo sapiens
SAMN06094223	Homo sapiens
SAMN06094224	Homo sapiens
SAMN06094225	Homo sapiens
SAMN06100257	Homo sapiens
SAMN06141171	Homo sapiens
SAMN06169721	Homo sapiens
SAMN06169722	Homo sapiens
SAMN06189363	Homo sapiens
SAMN06189364	Homo sapiens
SAMN06250727	Sus scrofa
SAMN06250728	Bos taurus
SAMN06250738	Bos taurus
SAMN06292065	Homo sapiens
SAMN06292067	Homo sapiens
SAMN06292590	Homo sapiens
SAMN06292592	Homo sapiens
SAMN06462277	Homo sapiens
SAMN06462278	Bos taurus
SAMN06462279	Capra aegagrus
SAMN06563651	Homo sapiens
SAMN06563652	Homo sapiens
SAMN06563653	Homo sapiens
SAMN06563654	Homo sapiens
SAMN06563655	Homo sapiens
SAMN06563656	Homo sapiens
SAMN06563657	Homo sapiens
SAMN06563658	Homo sapiens
SAMN06563659	Homo sapiens
SAMN06563660	Homo sapiens
SAMN06622696	Homo sapiens
SAMN06622697	Homo sapiens
SAMN06624811	Homo sapiens
SAMN06624812	Homo sapiens
SAMN06624814	Homo sapiens
SAMN06624815	Homo sapiens
SAMN06627426	Bos taurus
SAMN06627448	Bos taurus
SAMN06627494	Bos taurus
SAMN06627497	Bos taurus
SAMN06627533	Bos taurus
SAMN06627600	Bos taurus
SAMN06627640	Bos taurus
SAMN06627641	Bos taurus
SAMN06627643	Bos taurus
SAMN06627645	Bos taurus
SAMN06627992	Bos taurus
SAMN06627993	Bos taurus
SAMN06627994	Bos taurus
SAMN06627995	Bos taurus
SAMN06627996	Bos taurus
SAMN06627997	Bos taurus
SAMN06628109	Bos taurus
SAMN06628110	Bos taurus
SAMN06628112	Bos taurus
SAMN06628113	Bos taurus
SAMN06628114	Bos taurus
SAMN06628115	Bos taurus
SAMN06643392	Homo sapiens
SAMN06697553	Bos taurus
SAMN06697554	Bos taurus
SAMN07197331	Homo sapiens
SAMN07236903	Homo sapiens
SAMN07236904	Homo sapiens
SAMN07236905	Homo sapiens
SAMN07236906	Homo sapiens
SAMN07236907	Homo sapiens
SAMN07236908	Homo sapiens
SAMN07236909	Homo sapiens
SAMN07236910	Homo sapiens
SAMN07236911	Homo sapiens
SAMN07312468	Homo sapiens
SAMN07414819	Homo sapiens
SAMN07414820	Homo sapiens
SAMN07569163	Homo sapiens
SAMN07570350	Homo sapiens
SAMN07570351	Homo sapiens
SAMN07572166	Homo sapiens
SAMN07599849	Homo sapiens
SAMN07664769	Homo sapiens
SAMN07664823	Homo sapiens
SAMN07664824	Homo sapiens
SAMN07664825	Homo sapiens
SAMN07664826	Homo sapiens
SAMN07664827	Homo sapiens
SAMN07664828	Homo sapiens
SAMN07664829	Homo sapiens
SAMN07664830	Homo sapiens
SAMN07664831	Homo sapiens
SAMN07664832	Homo sapiens
SAMN07664833	Homo sapiens
SAMN07664834	Homo sapiens
SAMN07664835	Homo sapiens
SAMN07664836	Homo sapiens
SAMN07664837	Homo sapiens
SAMN07664838	Homo sapiens
SAMN07664839	Homo sapiens
SAMN07664840	Homo sapiens
SAMN07664841	Homo sapiens
SAMN07664842	Homo sapiens
SAMN07664843	Homo sapiens
SAMN07664844	Homo sapiens
SAMN07664845	Homo sapiens
SAMN07664846	Homo sapiens
SAMN07664847	Homo sapiens
SAMN07664848	Homo sapiens
SAMN07664849	Homo sapiens
SAMN07664850	Homo sapiens
SAMN07664851	Homo sapiens
SAMN07664852	Homo sapiens
SAMN07664853	Homo sapiens
SAMN07664854	Homo sapiens
SAMN07664855	Homo sapiens
SAMN07664856	Homo sapiens
SAMN07664857	Homo sapiens
SAMN07664858	Homo sapiens
SAMN07664859	Homo sapiens
SAMN07664860	Homo sapiens
SAMN07664861	Homo sapiens
SAMN07664862	Homo sapiens
SAMN07664863	Homo sapiens
SAMN07664864	Homo sapiens
SAMN07664865	Homo sapiens
SAMN07664866	Homo sapiens
SAMN07664867	Homo sapiens
SAMN07664868	Homo sapiens
SAMN07664869	Homo sapiens
SAMN07664870	Homo sapiens
SAMN07664871	Homo sapiens
SAMN07664872	Homo sapiens
SAMN07664873	Homo sapiens
SAMN07664874	Homo sapiens
SAMN07664875	Homo sapiens
SAMN07664876	Homo sapiens
SAMN07664877	Homo sapiens
SAMN07664878	Homo sapiens
SAMN07664879	Homo sapiens
SAMN07664880	Homo sapiens
SAMN07664881	Homo sapiens
SAMN07664882	Homo sapiens
SAMN07664883	Homo sapiens
SAMN07664884	Homo sapiens
SAMN07664885	Homo sapiens
SAMN07664886	Homo sapiens
SAMN07664887	Homo sapiens
SAMN07664888	Homo sapiens
SAMN07664889	Homo sapiens
SAMN07664890	Homo sapiens
SAMN07701721	Homo sapiens
SAMN07701799	Homo sapiens
SAMN07709478	Bos taurus
SAMN08095524	Homo sapiens
SAMN08095528	Homo sapiens
SAMN08095537	Homo sapiens
SAMN08095541	Homo sapiens
SAMN08095555	Homo sapiens
SAMN08095578	Homo sapiens
SAMN08199254	Homo sapiens
SAMN08199260	Homo sapiens
SAMN08199265	Homo sapiens
SAMN08199266	Homo sapiens
SAMN08199267	Homo sapiens
SAMN08199268	Homo sapiens
SAMN08199271	Homo sapiens
SAMN08199276	Homo sapiens
SAMN08199277	Homo sapiens
SAMN08199301	Homo sapiens
SAMN08199302	Homo sapiens
SAMN08199303	Homo sapiens
SAMN08199305	Homo sapiens
SAMN08199306	Homo sapiens
SAMN08199347	Homo sapiens
SAMN08199348	Homo sapiens
SAMN08321029	Bos taurus
SAMN08321034	Bos taurus
SAMN08321035	Cervus canadensis
SAMN08321046	Bos taurus
SAMN08321055	Bison bison athabascae
SAMN08386658	Homo sapiens
SAMN08432322	Homo sapiens
SAMN08432487	Homo sapiens
SAMN08432953	Homo sapiens
SAMN08432968	Homo sapiens
SAMN08432974	Homo sapiens
SAMN08432975	Homo sapiens
SAMN08432976	Homo sapiens
SAMN08432978	Homo sapiens
SAMN08432985	Homo sapiens
SAMN08436883	Homo sapiens
SAMN08436884	Homo sapiens
SAMN08437144	Homo sapiens
SAMN08437161	Homo sapiens
SAMN08437162	Homo sapiens
SAMN08437188	Homo sapiens
SAMN08437228	Homo sapiens
SAMN08437989	Homo sapiens
SAMN08437990	Homo sapiens
SAMN08438036	Homo sapiens
SAMN08462824	Homo sapiens
SAMN08637795	Homo sapiens
SAMN08684023	Homo sapiens
SAMN08684024	Homo sapiens
SAMN08685515	Homo sapiens
SAMN08685597	Homo sapiens
SAMN08686298	Homo sapiens
SAMN08687018	Homo sapiens
SAMN08687167	Homo sapiens
SAMN08737676	Bison bonasus
SAMN08741066	Lama glama
SAMN08741620	Sea Lion
SAMN08765497	Homo sapiens
SAMN08767991	Sea Lion
SAMN08794918	Homo sapiens
SAMN08973501	Homo sapiens
SAMN09206576	Bos taurus
SAMN09206577	Bos taurus
SAMN09206578	Bos taurus
SAMN09206579	Bos taurus
SAMN09206580	Bos taurus
SAMN09206581	Bos taurus
SAMN09206582	Bos taurus
SAMN09206583	Bos taurus
SAMN09206584	Bos taurus
SAMN09229031	Homo sapiens
SAMN09229032	Homo sapiens
SAMN09453176	Homo sapiens
SAMN09477757	Homo sapiens
SAMN09566388	Homo sapiens
SAMN09566389	Homo sapiens
SAMN09566390	Homo sapiens
SAMN09566391	Homo sapiens
SAMN09566392	Homo sapiens
SAMN09566393	Homo sapiens
SAMN09566394	Homo sapiens
SAMN09566395	Homo sapiens
SAMN09566396	Homo sapiens
SAMN09566397	Homo sapiens
SAMN09566398	Homo sapiens
SAMN09566399	Homo sapiens
SAMN09566400	Homo sapiens
SAMN09566403	Homo sapiens
SAMN09566405	Homo sapiens
SAMN09566406	Homo sapiens
SAMN09566408	Homo sapiens
SAMN09566409	Homo sapiens
SAMN09566410	Homo sapiens
SAMN09566411	Homo sapiens
SAMN09566414	Homo sapiens
SAMN09566415	Homo sapiens
SAMN09566416	Homo sapiens
SAMN09566417	Homo sapiens
SAMN09566418	Homo sapiens
SAMN09566419	Homo sapiens
SAMN09566420	Homo sapiens
SAMN09566421	Homo sapiens
SAMN09566422	Homo sapiens
SAMN09566423	Homo sapiens
SAMN09566424	Homo sapiens
SAMN09566425	Homo sapiens
SAMN09566426	Homo sapiens
SAMN09566427	Homo sapiens
SAMN09566428	Homo sapiens
SAMN09566429	Homo sapiens
SAMN09566430	Homo sapiens
SAMN09566431	Homo sapiens
SAMN09566432	Homo sapiens
SAMN09566433	Homo sapiens
SAMN09566434	Homo sapiens
SAMN09566435	Homo sapiens
SAMN09566436	Homo sapiens
SAMN09566437	Homo sapiens
SAMN09566438	Homo sapiens
SAMN09566439	Homo sapiens
SAMN09566440	Homo sapiens
SAMN09566441	Homo sapiens
SAMN09566442	Homo sapiens
SAMN09566443	Homo sapiens
SAMN09566444	Homo sapiens
SAMN09566445	Homo sapiens
SAMN09566446	Homo sapiens
SAMN09566447	Homo sapiens
SAMN09566448	Homo sapiens
SAMN09566449	Homo sapiens
SAMN09566450	Homo sapiens
SAMN09566451	Homo sapiens
SAMN09566452	Homo sapiens
SAMN09566453	Homo sapiens
SAMN09566454	Homo sapiens
SAMN09566455	Homo sapiens
SAMN09566456	Homo sapiens
SAMN09566457	Homo sapiens
SAMN09566458	Homo sapiens
SAMN09566459	Homo sapiens
SAMN09566460	Homo sapiens
SAMN09566461	Homo sapiens
SAMN09566463	Homo sapiens
SAMN09566464	Homo sapiens
SAMN09566465	Homo sapiens
SAMN09566466	Homo sapiens
SAMN09566467	Homo sapiens
SAMN09566468	Homo sapiens
SAMN09566469	Homo sapiens
SAMN09566470	Homo sapiens
SAMN09566471	Homo sapiens
SAMN09566472	Homo sapiens
SAMN09566473	Homo sapiens
SAMN09566474	Homo sapiens
SAMN09566475	Homo sapiens
SAMN09566476	Homo sapiens
SAMN09566477	Homo sapiens
SAMN09566478	Homo sapiens
SAMN09566479	Homo sapiens
SAMN09566480	Homo sapiens
SAMN09566481	Homo sapiens
SAMN09566482	Homo sapiens
SAMN09566483	Homo sapiens
SAMN09566484	Homo sapiens
SAMN09566485	Homo sapiens
SAMN09566486	Homo sapiens
SAMN09566488	Homo sapiens
SAMN09566489	Homo sapiens
SAMN09566490	Homo sapiens
SAMN09566491	Homo sapiens
SAMN09566492	Homo sapiens
SAMN09566493	Homo sapiens
SAMN09566494	Homo sapiens
SAMN09566495	Homo sapiens
SAMN09566496	Homo sapiens
SAMN09566497	Homo sapiens
SAMN09566498	Homo sapiens
SAMN09566499	Homo sapiens
SAMN09566500	Homo sapiens
SAMN09566501	Homo sapiens
SAMN09566502	Homo sapiens
SAMN09566503	Homo sapiens
SAMN09566504	Homo sapiens
SAMN09566505	Homo sapiens
SAMN09566506	Homo sapiens
SAMN09566507	Homo sapiens
SAMN09566508	Homo sapiens
SAMN09566509	Homo sapiens
SAMN09566510	Homo sapiens
SAMN09566511	Homo sapiens
SAMN09566512	Homo sapiens
SAMN09566513	Homo sapiens
SAMN09566514	Homo sapiens
SAMN09566515	Homo sapiens
SAMN09566516	Homo sapiens
SAMN09566517	Homo sapiens
SAMN09566518	Homo sapiens
SAMN09566519	Homo sapiens
SAMN09566520	Homo sapiens
SAMN09566521	Homo sapiens
SAMN09566522	Homo sapiens
SAMN09566523	Homo sapiens
SAMN09566524	Homo sapiens
SAMN09566525	Homo sapiens
SAMN09566526	Homo sapiens
SAMN09566527	Homo sapiens
SAMN09566528	Homo sapiens
SAMN09566529	Homo sapiens
SAMN09566530	Homo sapiens
SAMN09566531	Homo sapiens
SAMN09566532	Homo sapiens
SAMN09566533	Homo sapiens
SAMN09566534	Homo sapiens
SAMN09566535	Homo sapiens
SAMN09566536	Homo sapiens
SAMN09566537	Homo sapiens
SAMN09566538	Homo sapiens
SAMN09566539	Homo sapiens
SAMN09566540	Homo sapiens
SAMN09566541	Homo sapiens
SAMN09566542	Homo sapiens
SAMN09566543	Homo sapiens
SAMN09566544	Homo sapiens
SAMN09566545	Homo sapiens
SAMN09566546	Homo sapiens
SAMN09566547	Homo sapiens
SAMN09566548	Homo sapiens
SAMN09566549	Homo sapiens
SAMN09566550	Homo sapiens
SAMN09566551	Homo sapiens
SAMN09566552	Homo sapiens
SAMN09566553	Homo sapiens
SAMN09566554	Homo sapiens
SAMN09566555	Homo sapiens
SAMN09566556	Homo sapiens
SAMN09566557	Homo sapiens
SAMN09566558	Homo sapiens
SAMN09566559	Homo sapiens
SAMN09566560	Homo sapiens
SAMN09566561	Homo sapiens
SAMN09566562	Homo sapiens
SAMN09566563	Homo sapiens
SAMN09566564	Homo sapiens
SAMN09566565	Homo sapiens
SAMN09566566	Homo sapiens
SAMN09566567	Homo sapiens
SAMN09566568	Homo sapiens
SAMN09566569	Homo sapiens
SAMN09566570	Homo sapiens
SAMN09566571	Homo sapiens
SAMN09566572	Homo sapiens
SAMN09566573	Homo sapiens
SAMN09566574	Homo sapiens
SAMN09566575	Homo sapiens
SAMN09566576	Homo sapiens
SAMN09566577	Homo sapiens
SAMN09566578	Homo sapiens
SAMN09566579	Homo sapiens
SAMN09566580	Homo sapiens
SAMN09566581	Homo sapiens
SAMN09566582	Homo sapiens
SAMN09566583	Homo sapiens
SAMN09566584	Homo sapiens
SAMN09566585	Homo sapiens
SAMN09566586	Homo sapiens
SAMN09566587	Homo sapiens
SAMN09566588	Homo sapiens
SAMN09566589	Homo sapiens
SAMN09566590	Homo sapiens
SAMN09566591	Homo sapiens
SAMN09566592	Homo sapiens
SAMN09566593	Homo sapiens
SAMN09566594	Homo sapiens
SAMN09566595	Homo sapiens
SAMN09566596	Homo sapiens
SAMN09566597	Homo sapiens
SAMN09566598	Homo sapiens
SAMN09566599	Homo sapiens
SAMN09566600	Homo sapiens
SAMN09566601	Homo sapiens
SAMN09566602	Homo sapiens
SAMN09566603	Homo sapiens
SAMN09566604	Homo sapiens
SAMN09566605	Homo sapiens
SAMN09566606	Homo sapiens
SAMN09566607	Homo sapiens
SAMN09566608	Homo sapiens
SAMN09566609	Homo sapiens
SAMN09566610	Homo sapiens
SAMN09566611	Homo sapiens
SAMN09566612	Homo sapiens
SAMN09566613	Homo sapiens
SAMN09566614	Homo sapiens
SAMN09566615	Homo sapiens
SAMN09566616	Homo sapiens
SAMN09566617	Homo sapiens
SAMN09566618	Homo sapiens
SAMN09566619	Homo sapiens
SAMN09566621	Homo sapiens
SAMN09566622	Homo sapiens
SAMN09566623	Homo sapiens
SAMN09566624	Homo sapiens
SAMN09566625	Homo sapiens
SAMN09566626	Homo sapiens
SAMN09566627	Homo sapiens
SAMN09566628	Homo sapiens
SAMN09566629	Homo sapiens
SAMN09566630	Homo sapiens
SAMN09566631	Homo sapiens
SAMN09566632	Homo sapiens
SAMN09566633	Homo sapiens
SAMN09566634	Homo sapiens
SAMN09566635	Homo sapiens
SAMN09566636	Homo sapiens
SAMN09566637	Homo sapiens
SAMN09566638	Homo sapiens
SAMN09566639	Homo sapiens
SAMN09566640	Homo sapiens
SAMN09566641	Homo sapiens
SAMN09566642	Homo sapiens
SAMN09566643	Homo sapiens
SAMN09566644	Homo sapiens
SAMN09566645	Homo sapiens
SAMN09566646	Homo sapiens
SAMN09566647	Homo sapiens
SAMN09566648	Homo sapiens
SAMN09566649	Homo sapiens
SAMN09566650	Homo sapiens
SAMN09566651	Homo sapiens
SAMN09566652	Homo sapiens
SAMN09566653	Homo sapiens
SAMN09566654	Homo sapiens
SAMN09566655	Homo sapiens
SAMN09566656	Homo sapiens
SAMN09566657	Homo sapiens
SAMN09566658	Homo sapiens
SAMN09566659	Homo sapiens
SAMN09566660	Homo sapiens
SAMN09566661	Homo sapiens
SAMN09566662	Homo sapiens
SAMN09566663	Homo sapiens
SAMN09566664	Homo sapiens
SAMN09566665	Homo sapiens
SAMN09566666	Homo sapiens
SAMN09566667	Homo sapiens
SAMN09566668	Homo sapiens
SAMN09566669	Homo sapiens
SAMN09566670	Homo sapiens
SAMN09566671	Homo sapiens
SAMN09566672	Homo sapiens
SAMN09566673	Homo sapiens
SAMN09566674	Homo sapiens
SAMN09566675	Homo sapiens
SAMN09566676	Homo sapiens
SAMN09566677	Homo sapiens
SAMN09566678	Homo sapiens
SAMN09566679	Homo sapiens
SAMN09566680	Homo sapiens
SAMN09566681	Homo sapiens
SAMN09566682	Homo sapiens
SAMN09566683	Homo sapiens
SAMN09566684	Homo sapiens
SAMN09566685	Homo sapiens
SAMN09566686	Homo sapiens
SAMN09566687	Homo sapiens
SAMN09566688	Homo sapiens
SAMN09566689	Homo sapiens
SAMN09566690	Homo sapiens
SAMN09566691	Homo sapiens
SAMN09566692	Homo sapiens
SAMN09566693	Homo sapiens
SAMN09566694	Homo sapiens
SAMN09566695	Homo sapiens
SAMN09566696	Homo sapiens
SAMN09566697	Homo sapiens
SAMN09566698	Homo sapiens
SAMN09566699	Homo sapiens
SAMN09566700	Homo sapiens
SAMN09566701	Homo sapiens
SAMN09566702	Homo sapiens
SAMN09566703	Homo sapiens
SAMN09566704	Homo sapiens
SAMN09566705	Homo sapiens
SAMN09566706	Homo sapiens
SAMN09566707	Homo sapiens
SAMN09566708	Homo sapiens
SAMN09566709	Homo sapiens
SAMN09566710	Homo sapiens
SAMN09566711	Homo sapiens
SAMN09566712	Homo sapiens
SAMN09566713	Homo sapiens
SAMN09566714	Homo sapiens
SAMN09566715	Homo sapiens
SAMN09566716	Homo sapiens
SAMN09566717	Homo sapiens
SAMN09566718	Homo sapiens
SAMN09566719	Homo sapiens
SAMN09566720	Homo sapiens
SAMN09566721	Homo sapiens
SAMN09566722	Homo sapiens
SAMN09566723	Homo sapiens
SAMN09566724	Homo sapiens
SAMN09566725	Homo sapiens
SAMN09566726	Homo sapiens
SAMN09566728	Homo sapiens
SAMN09566729	Homo sapiens
SAMN09566730	Homo sapiens
SAMN09566731	Homo sapiens
SAMN09811670	Homo sapiens
SAMN09811671	Homo sapiens
SAMN10120074	Homo sapiens
SAMN10120075	Homo sapiens
SAMN10120076	Homo sapiens
SAMN10120077	Homo sapiens
SAMN10120078	Homo sapiens
SAMN10120079	Homo sapiens
SAMN10120080	Homo sapiens
SAMN10120081	Homo sapiens
SAMN10120082	Homo sapiens
SAMN10120083	Homo sapiens
SAMN10120084	Homo sapiens
SAMN10120085	Homo sapiens
SAMN10120086	Homo sapiens
SAMN10120087	Homo sapiens
SAMN10120088	Homo sapiens
SAMN10120089	Homo sapiens
SAMN10278076	Homo sapiens
SAMN10279424	Homo sapiens
SAMN10386492	Homo sapiens
SAMN10386493	Homo sapiens
SAMN10386494	Homo sapiens
SAMN10386495	Homo sapiens
SAMN10386496	Homo sapiens
SAMN10386497	Homo sapiens
SAMN10386498	Homo sapiens
SAMN10417143	Homo sapiens
SAMN10417144	Homo sapiens
SAMN10417147	Homo sapiens
SAMN10417148	Homo sapiens
SAMN10417149	Homo sapiens
SAMN10587724	Homo sapiens
SAMN10587736	Homo sapiens
SAMN10588750	Homo sapiens
SAMN10589319	Homo sapiens
SAMN10589489	Homo sapiens
SAMN10592335	Homo sapiens
SAMN10592336	Homo sapiens
SAMN10592345	Homo sapiens
SAMN10592348	Homo sapiens
SAMN10592494	Homo sapiens
SAMN10592500	Homo sapiens
SAMN10593020	Homo sapiens
SAMN10593042	Homo sapiens
SAMN10593104	Homo sapiens
SAMN10593109	Homo sapiens
SAMN10593121	Homo sapiens
SAMN10593327	Homo sapiens
SAMN10601611	Homo sapiens
SAMN10601620	Homo sapiens
SAMN10659527	Homo sapiens
SAMN10659528	Homo sapiens
SAMN10659529	Homo sapiens
SAMN10659530	Homo sapiens
SAMN10659531	Homo sapiens
SAMN10659532	Homo sapiens
SAMN10659533	Bos taurus
SAMN10659534	Bos taurus
SAMN10659535	Bos taurus
SAMN10659536	Bos taurus
SAMN10697415	Homo sapiens
SAMN10697416	Homo sapiens
SAMN10697417	Homo sapiens
SAMN10697418	Homo sapiens
SAMN10697419	Homo sapiens
SAMN10697420	Homo sapiens
SAMN10697421	Homo sapiens
SAMN10697422	Homo sapiens
SAMN10697423	Homo sapiens
SAMN10697424	Homo sapiens
SAMN10697425	Homo sapiens
SAMN10697426	Homo sapiens
SAMN10697427	Homo sapiens
SAMN10697428	Homo sapiens
SAMN10697429	Homo sapiens
SAMN10697430	Homo sapiens
SAMN10697431	Homo sapiens
SAMN10697432	Homo sapiens
SAMN10697433	Homo sapiens
SAMN10697434	Homo sapiens
SAMN10697435	Homo sapiens
SAMN10697436	Homo sapiens
SAMN10697437	Homo sapiens
SAMN10697438	Homo sapiens
SAMN10697439	Homo sapiens
SAMN10697440	Homo sapiens
SAMN10697441	Homo sapiens
SAMN10697442	Homo sapiens
SAMN10697443	Homo sapiens
SAMN10697444	Homo sapiens
SAMN10697445	Homo sapiens
SAMN10697446	Homo sapiens
SAMN10697447	Homo sapiens
SAMN10697448	Homo sapiens
SAMN10697449	Homo sapiens
SAMN10697450	Homo sapiens
SAMN10697451	Homo sapiens
SAMN10697452	Homo sapiens
SAMN10697453	Homo sapiens
SAMN10697454	Homo sapiens
SAMN10697455	Homo sapiens
SAMN10697456	Homo sapiens
SAMN10697457	Homo sapiens
SAMN10697459	Homo sapiens
SAMN10697460	Homo sapiens
SAMN10697461	Homo sapiens
SAMN10697462	Homo sapiens
SAMN10697463	Homo sapiens
SAMN10697464	Homo sapiens
SAMN10697465	Homo sapiens
SAMN10697466	Homo sapiens
SAMN10697467	Homo sapiens
SAMN10697468	Homo sapiens
SAMN10697469	Homo sapiens
SAMN10697470	Homo sapiens
SAMN10697471	Homo sapiens
SAMN10697472	Homo sapiens
SAMN10697473	Homo sapiens
SAMN10697474	Homo sapiens
SAMN10697475	Homo sapiens
SAMN10697476	Homo sapiens
SAMN10697477	Homo sapiens
SAMN10697478	Homo sapiens
SAMN10697479	Homo sapiens
SAMN10697480	Homo sapiens
SAMN10697481	Homo sapiens
SAMN10697482	Homo sapiens
SAMN10697483	Homo sapiens
SAMN10697484	Homo sapiens
SAMN10697485	Homo sapiens
SAMN10697486	Homo sapiens
SAMN10697487	Homo sapiens
SAMN10697488	Homo sapiens
SAMN10697489	Homo sapiens
SAMN10697490	Homo sapiens
SAMN10697491	Homo sapiens
SAMN10697492	Homo sapiens
SAMN10697493	Homo sapiens
SAMN10697494	Homo sapiens
SAMN10697495	Homo sapiens
SAMN10697496	Homo sapiens
SAMN10697497	Homo sapiens
SAMN10697498	Homo sapiens
SAMN10697499	Homo sapiens
SAMN10697500	Homo sapiens
SAMN10697501	Homo sapiens
SAMN10697502	Homo sapiens
SAMN10697503	Homo sapiens
SAMN10697504	Homo sapiens
SAMN10697505	Homo sapiens
SAMN10697506	Homo sapiens
SAMN10697507	Homo sapiens
SAMN10697508	Homo sapiens
SAMN10697509	Homo sapiens
SAMN10697510	Homo sapiens
SAMN10697511	Homo sapiens
SAMN10697512	Homo sapiens
SAMN10697513	Homo sapiens
SAMN10697514	Homo sapiens
SAMN10697515	Homo sapiens
SAMN10697516	Homo sapiens
SAMN10697517	Homo sapiens
SAMN10697518	Homo sapiens
SAMN10697519	Homo sapiens
SAMN10697520	Homo sapiens
SAMN10697521	Homo sapiens
SAMN10697522	Homo sapiens
SAMN10697523	Homo sapiens
SAMN10697524	Homo sapiens
SAMN10697525	Homo sapiens
SAMN10697526	Homo sapiens
SAMN10697527	Homo sapiens
SAMN10697528	Homo sapiens
SAMN10697529	Homo sapiens
SAMN10697530	Homo sapiens
SAMN10697531	Homo sapiens
SAMN10697532	Homo sapiens
SAMN10697533	Homo sapiens
SAMN10697534	Homo sapiens
SAMN10697535	Homo sapiens
SAMN10697536	Homo sapiens
SAMN10697537	Homo sapiens
SAMN10697538	Homo sapiens
SAMN10697539	Homo sapiens
SAMN10697540	Homo sapiens
SAMN10697541	Homo sapiens
SAMN10697542	Homo sapiens
SAMN10697543	Homo sapiens
SAMN10697544	Homo sapiens
SAMN10697545	Homo sapiens
SAMN10697546	Homo sapiens
SAMN10697547	Homo sapiens
SAMN10697548	Homo sapiens
SAMN10697549	Homo sapiens
SAMN10697550	Homo sapiens
SAMN10697551	Homo sapiens
SAMN10697552	Homo sapiens
SAMN10697553	Homo sapiens
SAMN10697554	Homo sapiens
SAMN10697555	Homo sapiens
SAMN10697556	Homo sapiens
SAMN10697557	Homo sapiens
SAMN10697558	Homo sapiens
SAMN10697559	Homo sapiens
SAMN10697560	Homo sapiens
SAMN10697561	Homo sapiens
SAMN10697562	Homo sapiens
SAMN10697563	Homo sapiens
SAMN10697564	Homo sapiens
SAMN10697565	Homo sapiens
SAMN10697566	Homo sapiens
SAMN10697567	Homo sapiens
SAMN10697568	Homo sapiens
SAMN10697569	Homo sapiens
SAMN10697570	Homo sapiens
SAMN10697571	Homo sapiens
SAMN10697572	Homo sapiens
SAMN10697573	Homo sapiens
SAMN10697574	Homo sapiens
SAMN10697575	Homo sapiens
SAMN10697576	Homo sapiens
SAMN10697577	Homo sapiens
SAMN10697578	Homo sapiens
SAMN10697579	Homo sapiens
SAMN10697580	Homo sapiens
SAMN10697581	Homo sapiens
SAMN10697582	Homo sapiens
SAMN10697583	Homo sapiens
SAMN10697585	Homo sapiens
SAMN10697586	Homo sapiens
SAMN10697587	Homo sapiens
SAMN10697588	Homo sapiens
SAMN10697589	Homo sapiens
SAMN10697590	Homo sapiens
SAMN10697591	Homo sapiens
SAMN10697592	Homo sapiens
SAMN10697593	Homo sapiens
SAMN10697594	Homo sapiens
SAMN10697595	Homo sapiens
SAMN10697596	Homo sapiens
SAMN10697597	Homo sapiens
SAMN10697598	Homo sapiens
SAMN10697599	Homo sapiens
SAMN10697600	Homo sapiens
SAMN10697601	Homo sapiens
SAMN10697602	Homo sapiens
SAMN10697603	Homo sapiens
SAMN10697604	Homo sapiens
SAMN10697605	Homo sapiens
SAMN10697606	Homo sapiens
SAMN10697607	Homo sapiens
SAMN10697608	Homo sapiens
SAMN10697609	Homo sapiens
SAMN10697610	Homo sapiens
SAMN10697611	Homo sapiens
SAMN10697612	Homo sapiens
SAMN10697613	Homo sapiens
SAMN10697614	Homo sapiens
SAMN10697615	Homo sapiens
SAMN10697616	Homo sapiens
SAMN10697617	Homo sapiens
SAMN10697618	Homo sapiens
