BioSample	collection_date
SAMN06010181	2012-01-01
SAMN06010182	2012-01-01
SAMN06010183	2012-01-01
SAMN06010184	2012-01-01
SAMN06010185	2012-01-01
SAMN06010186	2012-01-01
SAMN06010187	2012-01-01
SAMN06010188	2012-01-01
SAMN06010189	2012-01-01
SAMN06010190	2012-01-01
SAMN06010191	2012-01-01
SAMN06010192	2012-01-01
SAMN06010193	2012-01-01
SAMN06010194	2012-01-01
SAMN06010195	2012-01-01
SAMN06010196	2012-01-01
SAMN06010197	2012-01-01
SAMN06010198	2012-01-01
SAMN06010199	2012-01-01
SAMN06010200	2012-01-01
SAMN06010201	2012-01-01
SAMN06010202	2012-01-01
SAMN06010203	2012-01-01
SAMN06010204	2012-01-01
SAMN06010205	2012-01-01
SAMN06010206	2012-01-01
SAMN06010207	2012-01-01
SAMN06010208	2012-01-01
SAMN06010209	2012-01-01
SAMN06010210	2012-01-01
SAMN06010211	2012-01-01
SAMN06010212	2012-01-01
SAMN06010213	2012-01-01
SAMN06010214	2012-01-01
SAMN06010215	2012-01-01
SAMN06010216	2012-01-01
SAMN06010217	2012-01-01
SAMN06010218	2012-01-01
SAMN06010219	2012-01-01
SAMN06010220	2012-01-01
SAMN06010221	2012-01-01
SAMN06010222	2012-01-01
SAMN06010223	2012-01-01
SAMN06010224	2012-01-01
SAMN06010225	2012-01-01
SAMN06010226	2012-01-01
SAMN06010227	2012-01-01
SAMN06010228	2012-01-01
SAMN06010229	2012-01-01
SAMN06010230	2012-01-01
SAMN06010231	2012-01-01
SAMN06010232	2012-01-01
SAMN06010233	2012-01-01
SAMN06010234	2012-01-01
SAMN06010235	2012-01-01
SAMN06010236	2012-01-01
SAMN06010237	2012-01-01
SAMN06010238	2012-01-01
SAMN06010239	2012-01-01
SAMN06010240	2012-01-01
SAMN06010241	2012-01-01
SAMN06010242	2012-01-01
SAMN06010243	2012-01-01
SAMN06010244	2012-01-01
SAMN06010245	2012-01-01
SAMN06010246	2012-01-01
SAMN06010247	2012-01-01
SAMN06010248	2012-01-01
SAMN06010249	2012-01-01
SAMN06010250	2012-01-01
SAMN06010251	2012-01-01
SAMN06010252	2012-01-01
SAMN06010253	2012-01-01
SAMN06010254	2012-01-01
SAMN06010255	2012-01-01
SAMN06010256	2012-01-01
SAMN06010257	2012-01-01
SAMN06010319	2012-01-01
SAMN06010320	2012-01-01
SAMN06010321	2012-01-01
SAMN06010322	2012-01-01
SAMN06010323	2012-01-01
SAMN06010324	2012-01-01
SAMN06010325	2012-01-01
SAMN06010326	2012-01-01
SAMN06010327	2012-01-01
SAMN06010328	2012-01-01
SAMN06010329	2012-01-01
SAMN06010330	2012-01-01
SAMN06010331	2012-01-01
SAMN06010332	2012-01-01
SAMN06010333	2012-01-01
SAMN06010334	2012-01-01
SAMN06010335	2012-01-01
SAMN06010336	2012-01-01
SAMN06010337	2012-01-01
SAMN06010338	2012-01-01
SAMN06010339	2012-01-01
SAMN06010340	2012-01-01
SAMN06010341	2012-01-01
SAMN06010342	2012-01-01
SAMN06010343	2012-01-01
SAMN06010344	2012-01-01
SAMN06010345	2012-01-01
SAMN06010346	2012-01-01
SAMN06010347	2012-01-01
SAMN06010348	2012-01-01
SAMN06010349	2012-01-01
SAMN06010350	2012-01-01
SAMN06010351	2012-01-01
SAMN06010352	2012-01-01
SAMN06010353	2012-01-01
SAMN06010354	2012-01-01
SAMN06010355	2012-01-01
SAMN06010356	2012-01-01
SAMN06010357	2012-01-01
SAMN06010358	2012-01-01
SAMN06010359	2012-01-01
SAMN06010360	2012-01-01
SAMN06010361	2012-01-01
SAMN06010362	2012-01-01
SAMN06010363	2012-01-01
SAMN06010364	2012-01-01
SAMN06010365	2012-01-01
SAMN06010366	2012-01-01
SAMN06010367	2012-01-01
SAMN06010368	2012-01-01
SAMN06010369	2012-01-01
SAMN06010370	2012-01-01
SAMN06010371	2012-01-01
SAMN06010372	2012-01-01
SAMN06010373	2012-01-01
SAMN06010374	2012-01-01
SAMN06010375	2012-01-01
SAMN06010376	2012-01-01
SAMN06010377	2012-01-01
SAMN06010378	2012-01-01
SAMN06010379	2012-01-01
SAMN06010380	2012-01-01
SAMN06010381	2012-01-01
SAMN06010382	2012-01-01
SAMN06010383	2012-01-01
SAMN06010384	2012-01-01
SAMN06010385	2012-01-01
SAMN06010386	2012-01-01
SAMN06010387	2012-01-01
SAMN06010388	2012-01-01
SAMN06010389	2012-01-01
SAMN06010390	2012-01-01
SAMN06010391	2012-01-01
SAMN06010392	2012-01-01
SAMN06010393	2012-01-01
SAMN06010394	2012-01-01
SAMN06010395	2012-01-01
SAMN06010396	2012-01-01
SAMN06010397	2012-01-01
SAMN06010398	2012-01-01
SAMN06010399	2012-01-01
SAMN06010400	2012-01-01
SAMN06010401	2012-01-01
SAMN06010402	2012-01-01
SAMN06010403	2012-01-01
SAMN06010404	2012-01-01
SAMN06010405	2012-01-01
SAMN06010406	2012-01-01
SAMN06010407	2012-01-01
SAMN06010408	2012-01-01
SAMN06010409	2012-01-01
SAMN06010410	2012-01-01
SAMN06010411	2012-01-01
SAMN06010412	2012-01-01
SAMN06010413	2012-01-01
SAMN06010414	2012-01-01
SAMN06010415	2012-01-01
SAMN06010416	2012-01-01
SAMN06010417	2012-01-01
SAMN06010418	2012-01-01
SAMN06010419	2012-01-01
SAMN06010420	2012-01-01
SAMN06010421	2012-01-01
SAMN06010422	2012-01-01
SAMN06010423	2012-01-01
SAMN06010424	2012-01-01
SAMN06010425	2012-01-01
SAMN06010426	2012-01-01
SAMN06010427	2012-01-01
SAMN06010428	2012-01-01
SAMN06010429	2012-01-01
SAMN06010430	2012-01-01
SAMN06010431	2012-01-01
SAMN06010432	2012-01-01
SAMN06010433	2012-01-01
SAMN06010434	2012-01-01
SAMN06010435	2012-01-01
SAMN06010436	2012-01-01
SAMN06010437	2012-01-01
SAMN06010438	2012-01-01
SAMN06010439	2012-01-01
SAMN06010440	2012-01-01
SAMN06010441	2012-01-01
SAMN06010442	2012-01-01
SAMN06010443	2012-01-01
SAMN06010444	2012-01-01
SAMN06010445	2012-01-01
SAMN06010446	2012-01-01
SAMN06010447	2012-01-01
SAMN06010448	2012-01-01
SAMN06010449	2012-01-01
SAMN06010450	2012-01-01
SAMN06010451	2012-01-01
SAMN06010452	2012-01-01
SAMN06010453	2012-01-01
SAMN06010454	2012-01-01
SAMN06010455	2012-01-01
SAMN06010456	2012-01-01
SAMN06010457	2012-01-01
SAMN06010458	2012-01-01
SAMN06010459	2012-01-01
SAMN06010460	2012-01-01
SAMN06010461	2012-01-01
SAMN06010462	2012-01-01
SAMN06010463	2012-01-01
SAMN06010464	2012-01-01
SAMN06010465	2012-01-01
SAMN06010466	2012-01-01
SAMN06010467	2012-01-01
SAMN06010468	2012-01-01
SAMN06010469	2012-01-01
SAMN06010470	2012-01-01
SAMN06010471	2012-01-01
SAMN06010472	2012-01-01
SAMN06010473	2012-01-01
SAMN06010474	2012-01-01
SAMN06010475	2012-01-01
SAMN06010476	2012-01-01
SAMN06010477	2012-01-01
SAMN06010478	2012-01-01
SAMN06010479	2012-01-01
SAMN06010480	2012-01-01
SAMN06010481	2012-01-01
SAMN06010482	2012-01-01
SAMN06010483	2012-01-01
SAMN06010484	2012-01-01
SAMN06010485	2012-01-01
SAMN06010486	2012-01-01
SAMN06010487	2012-01-01
SAMN06010488	2012-01-01
SAMN06010489	2012-01-01
SAMN06010490	2012-01-01
SAMN06010491	2012-01-01
SAMN06010492	2012-01-01
SAMN06010493	2012-01-01
SAMN06077019	2015-10
SAMN06094068	2012-01-01
SAMN06094069	2012-01-01
SAMN06094070	2012-01-01
SAMN06094071	2012-01-01
SAMN06094072	2012-01-01
SAMN06094073	2012-01-01
SAMN06094074	2012-01-01
SAMN06094075	2012-01-01
SAMN06094076	2012-01-01
SAMN06094077	2012-01-01
SAMN06094078	2012-01-01
SAMN06094079	2012-01-01
SAMN06094080	2012-01-01
SAMN06094081	2012-01-01
SAMN06094082	2012-01-01
SAMN06094083	2012-01-01
SAMN06094084	2012-01-01
SAMN06094085	2012-01-01
SAMN06094086	2012-01-01
SAMN06094087	2012-01-01
SAMN06094088	2012-01-01
SAMN06094089	2012-01-01
SAMN06094090	2012-01-01
SAMN06094091	2012-01-01
SAMN06094092	2012-01-01
SAMN06094093	2012-01-01
SAMN06094094	2012-01-01
SAMN06094095	2012-01-01
SAMN06094096	2012-01-01
SAMN06094097	2012-01-01
SAMN06094098	2012-01-01
SAMN06094099	2012-01-01
SAMN06094100	2012-01-01
SAMN06094101	2012-01-01
SAMN06094102	2012-01-01
SAMN06094103	2012-01-01
SAMN06094104	2012-01-01
SAMN06094105	2012-01-01
SAMN06094106	2012-01-01
SAMN06094107	2012-01-01
SAMN06094108	2012-01-01
SAMN06094109	2012-01-01
SAMN06094110	2012-01-01
SAMN06094111	2012-01-01
SAMN06094112	2012-01-01
SAMN06094113	2012-01-01
SAMN06094114	2012-01-01
SAMN06094115	2012-01-01
SAMN06094116	2012-01-01
SAMN06094117	2012-01-01
SAMN06094118	2012-01-01
SAMN06094119	2012-01-01
SAMN06094120	2012-01-01
SAMN06094121	2012-01-01
SAMN06094122	2012-01-01
SAMN06094128	2012-01-01
SAMN06094129	2012-01-01
SAMN06094130	2012-01-01
SAMN06094131	2012-01-01
SAMN06094132	2012-01-01
SAMN06094133	2012-01-01
SAMN06094134	2012-01-01
SAMN06094135	2012-01-01
SAMN06094136	2012-01-01
SAMN06094137	2012-01-01
SAMN06094138	2012-01-01
SAMN06094139	2012-01-01
SAMN06094140	2012-01-01
SAMN06094141	2012-01-01
SAMN06094142	2012-01-01
SAMN06094143	2012-01-01
SAMN06094144	2012-01-01
SAMN06094145	2012-01-01
SAMN06094146	2012-01-01
SAMN06094147	2012-01-01
SAMN06094148	2012-01-01
SAMN06094149	2012-01-01
SAMN06094150	2012-01-01
SAMN06094151	2012-01-01
SAMN06094152	2012-01-01
SAMN06094153	2012-01-01
SAMN06094154	2012-01-01
SAMN06094155	2012-01-01
SAMN06094156	2012-01-01
SAMN06094157	2012-01-01
SAMN06094158	2012-01-01
SAMN06094159	2012-01-01
SAMN06094160	2012-01-01
SAMN06094161	2012-01-01
SAMN06094162	2012-01-01
SAMN06094163	2012-01-01
SAMN06094164	2012-01-01
SAMN06094165	2012-01-01
SAMN06094166	2012-01-01
SAMN06094167	2012-01-01
SAMN06094168	2012-01-01
SAMN06094169	2012-01-01
SAMN06094170	2012-01-01
SAMN06094171	2012-01-01
SAMN06094172	2012-01-01
SAMN06094173	2012-01-01
SAMN06094174	2012-01-01
SAMN06094175	2012-01-01
SAMN06094176	2012-01-01
SAMN06094177	2012-01-01
SAMN06094178	2012-01-01
SAMN06094179	2012-01-01
SAMN06094180	2012-01-01
SAMN06094181	2012-01-01
SAMN06094182	2012-01-01
SAMN06094183	2012-01-01
SAMN06094184	2012-01-01
SAMN06094185	2012-01-01
SAMN06094186	2012-01-01
SAMN06094187	2012-01-01
SAMN06094188	2012-01-01
SAMN06094189	2012-01-01
SAMN06094190	2012-01-01
SAMN06094191	2012-01-01
SAMN06094192	2012-01-01
SAMN06094193	2012-01-01
SAMN06094194	2012-01-01
SAMN06094195	2012-01-01
SAMN06094196	2012-01-01
SAMN06094197	2012-01-01
SAMN06094198	2012-01-01
SAMN06094199	2012-01-01
SAMN06094200	2012-01-01
SAMN06094201	2012-01-01
SAMN06094202	2012-01-01
SAMN06094203	2012-01-01
SAMN06094204	2012-01-01
SAMN06094205	2012-01-01
SAMN06094206	2012-01-01
SAMN06094207	2012-01-01
SAMN06094208	2012-01-01
SAMN06094209	2012-01-01
SAMN06094210	2012-01-01
SAMN06094211	2012-01-01
SAMN06094212	2012-01-01
SAMN06094213	2012-01-01
SAMN06094214	2012-01-01
SAMN06094215	2012-01-01
SAMN06094216	2012-01-01
SAMN06094217	2012-01-01
SAMN06094218	2012-01-01
SAMN06094219	2012-01-01
SAMN06094220	2012-01-01
SAMN06094221	2012-01-01
SAMN06094222	2012-01-01
SAMN06094223	2012-01-01
SAMN06094224	2012-01-01
SAMN06094225	2012-01-01
SAMN06100257	2016-04-16
SAMN06141171	1998-02-06
SAMN06169721	2002
SAMN06169722	2004
SAMN06189363	2015-08-07
SAMN06250727	2011-03-18
SAMN06250728	2011-04-08
SAMN06250738	2011-11-23
SAMN06292065	2008
SAMN06292067	2008
SAMN06292590	2008
SAMN06292592	2008
SAMN06462279	1996
SAMN06462281	1986
SAMN06563651	2010-01-05
SAMN06563652	2010-07-12
SAMN06563653	2010-07-22
SAMN06563654	2010-08-10
SAMN06563655	2010-08-26
SAMN06563656	2011-09-21
SAMN06563657	2009-09-29
SAMN06563658	2011-10-03
SAMN06563659	2011-10-07
SAMN06563660	2011-10-14
SAMN06622696	2016
SAMN06622697	2016
SAMN06624811	2016-08-11
SAMN06624812	2016-02-11
SAMN06624814	2015-02-13
SAMN06624815	2016-04-01
SAMN06627426	2015
SAMN06627448	2015
SAMN06627494	2015
SAMN06627497	1998
SAMN06627533	2014
SAMN06627600	2015
SAMN06627640	2015
SAMN06627641	2015
SAMN06627643	2015
SAMN06627645	2015
SAMN06627992	2010
SAMN06627993	2008
SAMN06627994	2010
SAMN06627995	1982
SAMN06627996	2005
SAMN06627997	2015
SAMN06628109	2015
SAMN06628110	2014
SAMN06628112	2014
SAMN06628113	2014
SAMN06628114	2015
SAMN06628115	2008
SAMN06643392	2015-10
SAMN06697553	2016
SAMN06697554	2016
SAMN07197331	2012-07
SAMN07236903	1991/2001
SAMN07236904	1991/2001
SAMN07236905	1991/2001
SAMN07236906	1991/2001
SAMN07236907	1991/2001
SAMN07236908	1991/2001
SAMN07236909	1991/2001
SAMN07236910	1991/2001
SAMN07236911	1991/2001
SAMN07414819	2012-06
SAMN07414820	2012-02
SAMN07569163	1997
SAMN07572166	1997
SAMN07599849	2016
SAMN07664769	1997
SAMN07664823	2008-07-01
SAMN07664824	2008-07-01
SAMN07664825	2008-07-01
SAMN07664826	2008-07-01
SAMN07664827	2008-07-01
SAMN07664828	2008-07-01
SAMN07664829	2008-07-01
SAMN07664830	2008-07-01
SAMN07664831	2008-07-01
SAMN07664832	2008-07-01
SAMN07664833	2008-07-01
SAMN07664834	2008-07-01
SAMN07664835	2008-07-01
SAMN07664836	2008-07-01
SAMN07664837	2008-07-01
SAMN07664838	2008-07-01
SAMN07664839	2008-07-01
SAMN07664840	2008-07-01
SAMN07664841	2008-07-01
SAMN07664842	2008-07-01
SAMN07664843	2008-07-01
SAMN07664844	2008-07-01
SAMN07664845	2008-07-01
SAMN07664846	2008-07-01
SAMN07664847	2008-07-01
SAMN07664848	2008-07-01
SAMN07664849	2008-07-01
SAMN07664850	2008-07-01
SAMN07664851	2008-07-01
SAMN07664852	2008-07-01
SAMN07664853	2008-07-01
SAMN07664854	2008-07-01
SAMN07664855	2008-07-01
SAMN07664856	2008-07-01
SAMN07664857	2008-07-01
SAMN07664858	2008-07-01
SAMN07664859	2008-07-01
SAMN07664860	2008-07-01
SAMN07664861	2008-07-01
SAMN07664862	2008-07-01
SAMN07664863	2008-07-01
SAMN07664864	2008-07-01
SAMN07664865	2008-07-01
SAMN07664866	2008-07-01
SAMN07664867	2008-07-01
SAMN07664868	2008-07-01
SAMN07664869	2008-07-01
SAMN07664870	2008-07-01
SAMN07664871	2008-07-01
SAMN07664872	2008-07-01
SAMN07664873	2008-07-01
SAMN07664874	2008-07-01
SAMN07664875	2008-07-01
SAMN07664876	2008-07-01
SAMN07664877	2008-07-01
SAMN07664878	2008-07-01
SAMN07664879	2008-07-01
SAMN07664880	2008-07-01
SAMN07664881	2008-07-01
SAMN07664882	2008-07-01
SAMN07664883	2008-07-01
SAMN07664884	2008-07-01
SAMN07664885	2008-07-01
SAMN07664886	2008-07-01
SAMN07664887	2008-07-01
SAMN07664888	2008-07-01
SAMN07664889	2008-07-01
SAMN07664890	2008-07-01
SAMN07701721	2015-02-18
SAMN07701799	2014-09-18
SAMN07703424	2014-01-03
SAMN07703425	2014-01-03
SAMN07703426	2014-01-03
SAMN07703427	2014-01-03
SAMN07703428	2014-01-03
SAMN07709478	1986-07-05
SAMN08095524	2016-01-01
SAMN08095528	2016-01-01
SAMN08095537	2016-01-01
SAMN08095541	2016-01-01
SAMN08095555	2016-01-01
SAMN08095578	2016-01-01
SAMN08199254	2010
SAMN08199260	2010
SAMN08199265	2011
SAMN08199266	2010
SAMN08199267	2011
SAMN08199268	2010
SAMN08199271	2010
SAMN08199276	2011
SAMN08199277	2011
SAMN08199301	2011
SAMN08199302	2011
SAMN08199303	2011
SAMN08199305	2010
SAMN08199306	2010
SAMN08199347	2011
SAMN08199348	2010
SAMN08205014	2015
SAMN08205015	2015
SAMN08205016	2015
SAMN08205017	2015
SAMN08205018	2015
SAMN08205019	2015
SAMN08205020	2015
SAMN08205021	2015
SAMN08321029	2008
SAMN08321034	2002
SAMN08321035	2006
SAMN08321046	2011
SAMN08321055	1985
SAMN08386658	1998
SAMN08432322	2005
SAMN08432487	2005
SAMN08432953	2005
SAMN08432968	2005
SAMN08432974	2005
SAMN08432975	2005
SAMN08432976	2005
SAMN08432978	2005
SAMN08432985	2005
SAMN08436883	2005
SAMN08436884	2007
SAMN08437144	2006
SAMN08437161	2006
SAMN08437162	2006
SAMN08437188	2005
SAMN08437228	2006
SAMN08437989	1998
SAMN08437990	2008
SAMN08438036	2006
SAMN08462824	2016-06-04
SAMN08637795	2016-01-26
SAMN08684023	2017
SAMN08684024	2017
SAMN08685515	2017
SAMN08685597	2017
SAMN08686298	2017
SAMN08687018	2017
SAMN08687167	2017
SAMN08737676	2012-07-24
SAMN08741066	2012-09-11
SAMN08741620	2011-10
SAMN08765497	2014-11-21
SAMN08794918	2016-08-06
SAMN08973501	2016-04-12
SAMN09206576	2014-05
SAMN09206577	2014-02
SAMN09206578	2014-09
SAMN09206579	2014-01
SAMN09206580	2014-05
SAMN09206581	2014-02
SAMN09206582	2014-07
SAMN09206583	2014-11
SAMN09206584	2015-01
SAMN09229031	2015-07-01
SAMN09229032	2015-07-01
SAMN09453176	2008
SAMN09477757	2017-03-08
SAMN09566388	2011/2014
SAMN09566389	2011/2014
SAMN09566390	2011/2014
SAMN09566391	2011/2014
SAMN09566392	2011/2014
SAMN09566393	2011/2014
SAMN09566394	2011/2014
SAMN09566395	2011/2014
SAMN09566396	2011/2014
SAMN09566397	2011/2014
SAMN09566398	2011/2014
SAMN09566399	2011/2014
SAMN09566400	2011/2014
SAMN09566403	2011/2014
SAMN09566405	2011/2014
SAMN09566406	2011/2014
SAMN09566408	2011/2014
SAMN09566409	2011/2014
SAMN09566410	2011/2014
SAMN09566411	2011/2014
SAMN09566414	2011/2014
SAMN09566415	2011/2014
SAMN09566416	2011/2014
SAMN09566417	2011/2014
SAMN09566418	2011/2014
SAMN09566419	2011/2014
SAMN09566420	2011/2014
SAMN09566421	2011/2014
SAMN09566422	2011/2014
SAMN09566423	2011/2014
SAMN09566424	2011/2014
SAMN09566425	2011/2014
SAMN09566426	2011/2014
SAMN09566427	2011/2014
SAMN09566428	2011/2014
SAMN09566429	2011/2014
SAMN09566430	2011/2014
SAMN09566431	2011/2014
SAMN09566432	2011/2014
SAMN09566433	2011/2014
SAMN09566434	2011/2014
SAMN09566435	2011/2014
SAMN09566436	2011/2014
SAMN09566437	2011/2014
SAMN09566438	2011/2014
SAMN09566439	2011/2014
SAMN09566440	2011/2014
SAMN09566441	2011/2014
SAMN09566442	2011/2014
SAMN09566443	2011/2014
SAMN09566444	2011/2014
SAMN09566445	2011/2014
SAMN09566446	2011/2014
SAMN09566447	2011/2014
SAMN09566448	2011/2014
SAMN09566449	2011/2014
SAMN09566450	2011/2014
SAMN09566451	2011/2014
SAMN09566452	2011/2014
SAMN09566453	2011/2014
SAMN09566454	2011/2014
SAMN09566455	2011/2014
SAMN09566456	2011/2014
SAMN09566457	2011/2014
SAMN09566458	2011/2014
SAMN09566459	2011/2014
SAMN09566460	2011/2014
SAMN09566461	2011/2014
SAMN09566463	2011/2014
SAMN09566464	2011/2014
SAMN09566465	2011/2014
SAMN09566466	2011/2014
SAMN09566467	2011/2014
SAMN09566468	2011/2014
SAMN09566469	2011/2014
SAMN09566470	2011/2014
SAMN09566471	2011/2014
SAMN09566472	2011/2014
SAMN09566473	2011/2014
SAMN09566474	2011/2014
SAMN09566475	2011/2014
SAMN09566476	2011/2014
SAMN09566477	2011/2014
SAMN09566478	2011/2014
SAMN09566479	2011/2014
SAMN09566480	2011/2014
SAMN09566481	2011/2014
SAMN09566482	2011/2014
SAMN09566483	2011/2014
SAMN09566484	2011/2014
SAMN09566485	2011/2014
SAMN09566486	2011/2014
SAMN09566488	2011/2014
SAMN09566489	2011/2014
SAMN09566490	2011/2014
SAMN09566491	2011/2014
SAMN09566492	2011/2014
SAMN09566493	2011/2014
SAMN09566494	2011/2014
SAMN09566495	2011/2014
SAMN09566496	2011/2014
SAMN09566497	2011/2014
SAMN09566498	2011/2014
SAMN09566499	2011/2014
SAMN09566500	2011/2014
SAMN09566501	2011/2014
SAMN09566502	2011/2014
SAMN09566503	2011/2014
SAMN09566504	2011/2014
SAMN09566505	2011/2014
SAMN09566506	2011/2014
SAMN09566507	2011/2014
SAMN09566508	2011/2014
SAMN09566509	2011/2014
SAMN09566510	2011/2014
SAMN09566511	2011/2014
SAMN09566512	2011/2014
SAMN09566513	2011/2014
SAMN09566514	2011/2014
SAMN09566515	2011/2014
SAMN09566516	2011/2014
SAMN09566517	2011/2014
SAMN09566518	2011/2014
SAMN09566519	2011/2014
SAMN09566520	2011/2014
SAMN09566521	2011/2014
SAMN09566522	2011/2014
SAMN09566523	2011/2014
SAMN09566524	2011/2014
SAMN09566525	2011/2014
SAMN09566526	2011/2014
SAMN09566527	2011/2014
SAMN09566528	2011/2014
SAMN09566529	2011/2014
SAMN09566530	2011/2014
SAMN09566531	2011/2014
SAMN09566532	2011/2014
SAMN09566533	2011/2014
SAMN09566534	2011/2014
SAMN09566535	2011/2014
SAMN09566536	2011/2014
SAMN09566537	2011/2014
SAMN09566538	2011/2014
SAMN09566539	2011/2014
SAMN09566540	2011/2014
SAMN09566541	2011/2014
SAMN09566542	2011/2014
SAMN09566543	2011/2014
SAMN09566544	2011/2014
SAMN09566545	2011/2014
SAMN09566546	2011/2014
SAMN09566547	2011/2014
SAMN09566548	2011/2014
SAMN09566549	2011/2014
SAMN09566550	2011/2014
SAMN09566551	2011/2014
SAMN09566552	2011/2014
SAMN09566553	2011/2014
SAMN09566554	2011/2014
SAMN09566555	2011/2014
SAMN09566556	2011/2014
SAMN09566557	2011/2014
SAMN09566558	2011/2014
SAMN09566559	2011/2014
SAMN09566560	2011/2014
SAMN09566561	2011/2014
SAMN09566562	2011/2014
SAMN09566563	2011/2014
SAMN09566564	2011/2014
SAMN09566565	2011/2014
SAMN09566566	2011/2014
SAMN09566567	2011/2014
SAMN09566568	2011/2014
SAMN09566569	2011/2014
SAMN09566570	2011/2014
SAMN09566571	2011/2014
SAMN09566572	2011/2014
SAMN09566573	2011/2014
SAMN09566574	2011/2014
SAMN09566575	2011/2014
SAMN09566576	2011/2014
SAMN09566577	2011/2014
SAMN09566578	2011/2014
SAMN09566579	2011/2014
SAMN09566580	2011/2014
SAMN09566581	2011/2014
SAMN09566582	2011/2014
SAMN09566583	2011/2014
SAMN09566584	2011/2014
SAMN09566585	2011/2014
SAMN09566586	2011/2014
SAMN09566587	2011/2014
SAMN09566588	2011/2014
SAMN09566589	2011/2014
SAMN09566590	2011/2014
SAMN09566591	2011/2014
SAMN09566592	2011/2014
SAMN09566593	2011/2014
SAMN09566594	2011/2014
SAMN09566595	2011/2014
SAMN09566596	2011/2014
SAMN09566597	2011/2014
SAMN09566598	2011/2014
SAMN09566599	2011/2014
SAMN09566600	2011/2014
SAMN09566601	2011/2014
SAMN09566602	2011/2014
SAMN09566603	2011/2014
SAMN09566604	2011/2014
SAMN09566605	2011/2014
SAMN09566606	2011/2014
SAMN09566607	2011/2014
SAMN09566608	2011/2014
SAMN09566609	2011/2014
SAMN09566610	2011/2014
SAMN09566611	2011/2014
SAMN09566612	2011/2014
SAMN09566613	2011/2014
SAMN09566614	2011/2014
SAMN09566615	2011/2014
SAMN09566616	2011/2014
SAMN09566617	2011/2014
SAMN09566618	2011/2014
SAMN09566619	2011/2014
SAMN09566621	2011/2014
SAMN09566622	2011/2014
SAMN09566623	2011/2014
SAMN09566624	2011/2014
SAMN09566625	2011/2014
SAMN09566626	2011/2014
SAMN09566627	2011/2014
SAMN09566628	2011/2014
SAMN09566629	2011/2014
SAMN09566630	2011/2014
SAMN09566631	2011/2014
SAMN09566632	2011/2014
SAMN09566633	2011/2014
SAMN09566634	2011/2014
SAMN09566635	2011/2014
SAMN09566636	2011/2014
SAMN09566637	2011/2014
SAMN09566638	2011/2014
SAMN09566639	2011/2014
SAMN09566640	2011/2014
SAMN09566641	2011/2014
SAMN09566642	2011/2014
SAMN09566643	2011/2014
SAMN09566644	2011/2014
SAMN09566645	2011/2014
SAMN09566646	2011/2014
SAMN09566647	2011/2014
SAMN09566648	2011/2014
SAMN09566649	2011/2014
SAMN09566650	2011/2014
SAMN09566651	2011/2014
SAMN09566652	2011/2014
SAMN09566653	2011/2014
SAMN09566654	2011/2014
SAMN09566655	2011/2014
SAMN09566656	2011/2014
SAMN09566657	2011/2014
SAMN09566658	2011/2014
SAMN09566659	2011/2014
SAMN09566660	2011/2014
SAMN09566661	2011/2014
SAMN09566662	2011/2014
SAMN09566663	2011/2014
SAMN09566664	2011/2014
SAMN09566665	2011/2014
SAMN09566666	2011/2014
SAMN09566667	2011/2014
SAMN09566668	2011/2014
SAMN09566669	2011/2014
SAMN09566670	2011/2014
SAMN09566671	2011/2014
SAMN09566672	2011/2014
SAMN09566673	2011/2014
SAMN09566674	2011/2014
SAMN09566675	2011/2014
SAMN09566676	2011/2014
SAMN09566677	2011/2014
SAMN09566678	2011/2014
SAMN09566679	2011/2014
SAMN09566680	2011/2014
SAMN09566681	2011/2014
SAMN09566682	2011/2014
SAMN09566683	2011/2014
SAMN09566684	2011/2014
SAMN09566685	2011/2014
SAMN09566686	2011/2014
SAMN09566687	2011/2014
SAMN09566688	2011/2014
SAMN09566689	2011/2014
SAMN09566690	2011/2014
SAMN09566691	2011/2014
SAMN09566692	2011/2014
SAMN09566693	2011/2014
SAMN09566694	2011/2014
SAMN09566695	2011/2014
SAMN09566696	2011/2014
SAMN09566697	2011/2014
SAMN09566698	2011/2014
SAMN09566699	2011/2014
SAMN09566700	2011/2014
SAMN09566701	2011/2014
SAMN09566702	2011/2014
SAMN09566703	2011/2014
SAMN09566704	2011/2014
SAMN09566705	2011/2014
SAMN09566706	2011/2014
SAMN09566707	2011/2014
SAMN09566708	2011/2014
SAMN09566709	2011/2014
SAMN09566710	2011/2014
SAMN09566711	2011/2014
SAMN09566712	2011/2014
SAMN09566713	2011/2014
SAMN09566714	2011/2014
SAMN09566715	2011/2014
SAMN09566716	2011/2014
SAMN09566717	2011/2014
SAMN09566718	2011/2014
SAMN09566719	2011/2014
SAMN09566720	2011/2014
SAMN09566721	2011/2014
SAMN09566722	2011/2014
SAMN09566723	2011/2014
SAMN09566724	2011/2014
SAMN09566725	2011/2014
SAMN09566726	2011/2014
SAMN09566728	2011/2014
SAMN09566729	2011/2014
SAMN09566730	2011/2014
SAMN09566731	2011/2014
SAMN09811670	2017-02-23
SAMN09811671	2017-02-23
SAMN10120074	2013-04-25
SAMN10120075	2013-02-21
SAMN10120076	2014-01-23
SAMN10120077	2014-07-23
SAMN10120078	2013-04-18
SAMN10120079	2013-06-10
SAMN10120080	2013-04-26
SAMN10120081	2013-06-05
SAMN10120082	2013-02-18
SAMN10120083	2013-03-02
